publisher,filename,match,prod_slug,page_title,year,pdf_url,source_url
forum-of-free-enterprise,the-union-budget-1994-95-n-a-palkivala-march-20-1994.pdf,exact,the-union-budget-1994-95-by-n-a-palkivala-march-20-1994,"The Union Budget 1994-95 by N.A. Palkivala (March 20, 1994)",1994,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-1994-95-n-a-palkivala-march-20-1994.pdf,https://indianliberals.in/content/the-union-budget-1994-95-by-n-a-palkivala-march-20-1994/
forum-of-free-enterprise,the-union-budget-1995-96-by-passing-parliamentary-select-comittee-n-a-palkhivala-march-21-1995.pdf,exact,the-union-budget-1995-96-bypassing-parliamentary-select-committee-by-n-a-palkhivala-march-21-1995,"The Union Budget 1995-96 : Bypassing parliamentary Select Committee by N.A. Palkhivala (March 21, 1995)",1995,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-1995-96-by-passing-parliamentary-select-comittee-n-a-palkhivala-march-21-1995.pdf,https://indianliberals.in/content/the-union-budget-1995-96-bypassing-parliamentary-select-committee-by-n-a-palkhivala-march-21-1995/
forum-of-free-enterprise,the-union-budget-1998-99-is-a-brave-response-to-challenging-circumstances-h-p-ranina.pdf,exact,the-union-budget-1998-99-is-a-brave-response-to-challenging-circumstances-by-h-p-ranina-june-14-1998,"The Union Budget 1998-99 is a Brave Response to Challenging Circumstances by H.P Ranina (June 14, 1998)",1998,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-1998-99-is-a-brave-response-to-challenging-circumstances-h-p-ranina.pdf,https://indianliberals.in/content/the-union-budget-1998-99-is-a-brave-response-to-challenging-circumstances-by-h-p-ranina-june-14-1998/
forum-of-free-enterprise,the-union-budget-1999-2000-positive-measures-and-innovative-policies-h-p-ranina.pdf,exact,the-union-budget-1999-2000-positive-measures-and-innovative-policies-by-h-p-ranina-april-13-1999,"The Union-Budget 1999-2000: Positive Measures and Innovative Policies by H.P. Ranina ( April 13, 1999)",1999,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-1999-2000-positive-measures-and-innovative-policies-h-p-ranina.pdf,https://indianliberals.in/content/the-union-budget-1999-2000-positive-measures-and-innovative-policies-by-h-p-ranina-april-13-1999/
forum-of-free-enterprise,the-union-budget-2000-2001-h-p-ranina.pdf,exact,the-union-budget-2000-2001-by-h-p-ranina-april-2000,The Union Budget 2000-2001 by H.P. Ranina (April 2000),2000,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2000-2001-h-p-ranina.pdf,https://indianliberals.in/content/the-union-budget-2000-2001-by-h-p-ranina-april-2000/
forum-of-free-enterprise,the-union-budget-2008-09-h-p-ranina-march-6-2008.pdf,exact,the-union-budget-2008-09-by-h-p-ranina-march-6-2008,"The Union Budget 2008-09 by H.P. Ranina (March 6, 2008)",2008,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2008-09-h-p-ranina-march-6-2008.pdf,https://indianliberals.in/content/the-union-budget-2008-09-by-h-p-ranina-march-6-2008/
forum-of-free-enterprise,the-union-budget-2009-10-amitha-sehgal-august-2-2009.pdf,exact,the-union-budget-2009-10-three-critical-dimensions-by-amitha-sehgal-others-august-2-2009,"The Union Budget 2009-10: Three Critical Dimensions by Amitha Sehgal & others, (August 2, 2009)",2009,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2009-10-amitha-sehgal-august-2-2009.pdf,https://indianliberals.in/content/the-union-budget-2009-10-three-critical-dimensions-by-amitha-sehgal-others-august-2-2009/
forum-of-free-enterprise,the-union-budget-2010-prof-kanu-h-doshi-2010.pdf,exact,the-union-budget-2010-11-lrnpllcations-of-direct-tax-changes-and-impact-on-capital-marke-by-prof-kanu-h-doshi-others-2010,"The Union Budget 2010-11 lrnpllcations of Direct Tax Changes and Impact on Capital Marke by Prof. Kanu H. Doshi & others, 2010",2010,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2010-prof-kanu-h-doshi-2010.pdf,https://indianliberals.in/content/the-union-budget-2010-11-lrnpllcations-of-direct-tax-changes-and-impact-on-capital-marke-by-prof-kanu-h-doshi-others-2010/
forum-of-free-enterprise,the-union-budget-2011-12-direct-taxi-mplications-kanu-h-doshi-april-3-2011.pdf,exact,the-union-budget-2011-12-direct-tax-implications-by-kanu-h-doshi-others-april-3-2011,"The Union Budget 2011-12 : Direct Tax Implications by Kanu H. Doshi & Others (April 3, 2011)",2011,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2011-12-direct-taxi-mplications-kanu-h-doshi-april-3-2011.pdf,https://indianliberals.in/content/the-union-budget-2011-12-direct-tax-implications-by-kanu-h-doshi-others-april-3-2011/
forum-of-free-enterprise,the-union-budget-2011-12-economic-implications-&-impact-on-capital-market-kanu-h-doshi-march-3-2011.pdf,exact,the-union-budget-2011-12-economic-implications-impact-on-capital-market-by-kanu-h-doshi-others-march-3-2011,"The Union Budget 2011-12 : Economic Implications & Impact on Capital Market by Kanu H. Doshi & others (March 3, 2011)",2011,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2011-12-economic-implications-&-impact-on-capital-market-kanu-h-doshi-march-3-2011.pdf,https://indianliberals.in/content/the-union-budget-2011-12-economic-implications-impact-on-capital-market-by-kanu-h-doshi-others-march-3-2011/
forum-of-free-enterprise,the-union-budget-2012-13--minoo-r-shroff-april-2-2012.pdf,exact,the-union-budget-2012-13-economic-and-direct-tax-implications-by-minoo-r-shroff-others-april-2-2012,"The Union Budget 2012-13 : Economic and Direct tax Implications by Minoo R. Shroff & others (April 2, 2012)",2012,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2012-13--minoo-r-shroff-april-2-2012.pdf,https://indianliberals.in/content/the-union-budget-2012-13-economic-and-direct-tax-implications-by-minoo-r-shroff-others-april-2-2012/
forum-of-free-enterprise,the-union-budget-2013-minoo-r-shroff-april-2-2013.pdf,exact,the-union-budget-2013-14-economic-and-direct-tax-implications-by-minoo-r-shroff-others-april-2-2013,"The Union Budget 2013-14 : Economic and Direct Tax Implications by Minoo R. Shroff & others (April 2, 2013)",2013,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2013-minoo-r-shroff-april-2-2013.pdf,https://indianliberals.in/content/the-union-budget-2013-14-economic-and-direct-tax-implications-by-minoo-r-shroff-others-april-2-2013/
forum-of-free-enterprise,the-union-budget-2014-15-minoo-r-shroff-august-5-2014.pdf,exact,the-union-budget-2014-15-by-minoo-r-shroff-others-august-5-2014,"The Union Budget 2014-15 by Minoo R. Shroff & others August 5, 2014)",2014,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2014-15-minoo-r-shroff-august-5-2014.pdf,https://indianliberals.in/content/the-union-budget-2014-15-by-minoo-r-shroff-others-august-5-2014/
forum-of-free-enterprise,the-union-budget-2016-17-yashwant-sinha-h-p-ranina-s-s-bhandare.pdf,exact,the-union-budget-2016-17-by-yashwant-sinha-h-p-ranina-s-s-bhandare-april-2016,"The Union Budget 2016-17 by Yashwant sinha, H.P. Ranina, S.S. Bhandare (April 2016)",2016,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2016-17-yashwant-sinha-h-p-ranina-s-s-bhandare.pdf,https://indianliberals.in/content/the-union-budget-2016-17-by-yashwant-sinha-h-p-ranina-s-s-bhandare-april-2016/
forum-of-free-enterprise,the-union-budget-2018-19-h-p-ranina-sunil-s-bhandare.pdf,exact,the-union-budget-2018-19-by-h-p-ranina-and-sunil-s-bhandare-march-2018,The Union Budget 2018-19 by H.P. Ranina and Sunil. S. Bhandare. (March 2018),2018,https://indianliberals.in/forum-of-free-enterprise/the-union-budget-2018-19-h-p-ranina-sunil-s-bhandare.pdf,https://indianliberals.in/content/the-union-budget-2018-19-by-h-p-ranina-and-sunil-s-bhandare-march-2018/
forum-of-free-enterprise,third-five-year-plan-dr-a-krishnaswami-dec5-1961.pdf,exact,third-five-year-plan-its-premises-examined-by-dr-a-krishnaswami-dec-5-1961,"Third Five Year Plan - Its Premises Examined by Dr. A. Krishnaswami (December 5, 1961)",1961,https://indianliberals.in/forum-of-free-enterprise/third-five-year-plan-dr-a-krishnaswami-dec5-1961.pdf,https://indianliberals.in/content/third-five-year-plan-its-premises-examined-by-dr-a-krishnaswami-dec-5-1961/
forum-of-free-enterprise,three-essays-on-controls-various-may7-1961.pdf,exact,three-essays-on-controls-in-a-planned-economy-may-7-1961,"Three Essays on Controls in a Planned Economy (May 7, 1961)",1961,https://indianliberals.in/forum-of-free-enterprise/three-essays-on-controls-various-may7-1961.pdf,https://indianliberals.in/content/three-essays-on-controls-in-a-planned-economy-may-7-1961/
forum-of-free-enterprise,top-ten-concerns-sunil-s-bhandare-may-3-2013.pdf,exact,top-ten-concerns-of-indian-agriculture-a-case-for-private-sector-rural-banks-by-sunil-s-bhandare-may-3-2013,"Top Ten Concerns of Indian Agriculture & A Case for Private Sector Rural Banks by Sunil S. Bhandare (May 3, 2013)",2013,https://indianliberals.in/forum-of-free-enterprise/top-ten-concerns-sunil-s-bhandare-may-3-2013.pdf,https://indianliberals.in/content/top-ten-concerns-of-indian-agriculture-a-case-for-private-sector-rural-banks-by-sunil-s-bhandare-may-3-2013/
forum-of-free-enterprise,towards-a-healthy-india-a-call-for-action-dr-r-balasubramanian-dr-prashanth-n-srinivas.pdf,exact,towards-a-healthy-india-a-call-for-action-by-dr-r-balasubramanian-and-dr-prashanth-n-srinivas-september-2018,Towards a healthy India: A call for action by Dr. R. Balasubramanian and Dr. Prashanth N. Srinivas (September 2018),2018,https://indianliberals.in/forum-of-free-enterprise/towards-a-healthy-india-a-call-for-action-dr-r-balasubramanian-dr-prashanth-n-srinivas.pdf,https://indianliberals.in/content/towards-a-healthy-india-a-call-for-action-by-dr-r-balasubramanian-and-dr-prashanth-n-srinivas-september-2018/
forum-of-free-enterprise,towards-a-self-reliant-economy-lessons-of-the-past-murarji-j-vaidya-jan11-1966.pdf,exact,towards-a-self-reliant-economy-lessons-of-the-past-by-murarji-j-vaidya-jan-11-1966,"Towards a Self Reliant Economy: Lessons of the Past by Murarji J. Vaidya (Jan 11, 1966)",1966,https://indianliberals.in/forum-of-free-enterprise/towards-a-self-reliant-economy-lessons-of-the-past-murarji-j-vaidya-jan11-1966.pdf,https://indianliberals.in/content/towards-a-self-reliant-economy-lessons-of-the-past-by-murarji-j-vaidya-jan-11-1966/
forum-of-free-enterprise,towards-a-telecommunication-revolution-in-india-by-t-h-chowdhary-february-15-1990.pdf,exact,towards-a-telecommunication-reveloution-in-india-by-t-h-chowdhary-february-15-1990,"Towards a Telecommunication Reveloution in India by T.H. Chowdhary (February 15, 1990)",1990,https://indianliberals.in/forum-of-free-enterprise/towards-a-telecommunication-revolution-in-india-by-t-h-chowdhary-february-15-1990.pdf,https://indianliberals.in/content/towards-a-telecommunication-reveloution-in-india-by-t-h-chowdhary-february-15-1990/
forum-of-free-enterprise,towards-an-economical-administration-in-india-m-ruthnaswamy-august-22-1958.pdf,exact,towards-an-economical-administration-in-india-by-professor-m-ruthnaswamy-22-august-1958,Towards an Economical Administration in India by Professor M. Ruthnaswamy (22 August 1958),1958,https://indianliberals.in/forum-of-free-enterprise/towards-an-economical-administration-in-india-m-ruthnaswamy-august-22-1958.pdf,https://indianliberals.in/content/towards-an-economical-administration-in-india-by-professor-m-ruthnaswamy-22-august-1958/
forum-of-free-enterprise,towards-greater-production-and-productivity-may-1964.pdf,exact,towards-greater-production-and-productivity-may-1964,Towards Greater Production and Productivity (May 1964),1964,https://indianliberals.in/forum-of-free-enterprise/towards-greater-production-and-productivity-may-1964.pdf,https://indianliberals.in/content/towards-greater-production-and-productivity-may-1964/
forum-of-free-enterprise,towards-inclusive-information-technology-revolution-in-india-f-c-kohli-august-4-2009.pdf,exact,towards-inclusive-information-technology-revolution-in-india-by-f-c-kohli-august-4-2009,"Towards Inclusive Information Technology Revolution in India by F. C. Kohli (August 4, 2009)",2009,https://indianliberals.in/forum-of-free-enterprise/towards-inclusive-information-technology-revolution-in-india-f-c-kohli-august-4-2009.pdf,https://indianliberals.in/content/towards-inclusive-information-technology-revolution-in-india-by-f-c-kohli-august-4-2009/
forum-of-free-enterprise,towards-our-safe-and-secure-energy-future-dr-anil-kakodkar-may-4-2011.pdf,exact,towards-our-safe-and-secure-energy-future-by-dr-anil-kakodkar-may-4-2011,"Towards Our Safe and Secure Energy Future by Dr. Anil Kakodkar (May 4, 2011)",2011,https://indianliberals.in/forum-of-free-enterprise/towards-our-safe-and-secure-energy-future-dr-anil-kakodkar-may-4-2011.pdf,https://indianliberals.in/content/towards-our-safe-and-secure-energy-future-by-dr-anil-kakodkar-may-4-2011/
forum-of-free-enterprise,towards-self-reliance-and-greater-productivity-y-a-fazalbhoy-b-t-dastur-april-12-1966.pdf,exact,towards-self-reliance-and-greater-productivity-by-y-a-fazalbhoy-and-b-t-dastur-12-april-1966,"Towards Self Reliance and Greater Productivity by Y.A Fazalbhoy and B.T. Dastur (12 April, 1966)",1966,https://indianliberals.in/forum-of-free-enterprise/towards-self-reliance-and-greater-productivity-y-a-fazalbhoy-b-t-dastur-april-12-1966.pdf,https://indianliberals.in/content/towards-self-reliance-and-greater-productivity-by-y-a-fazalbhoy-and-b-t-dastur-12-april-1966/
forum-of-free-enterprise,transition-in-civil-services-by-bk-nehru-2000.pdf,exact,the-civil-service-in-transition-by-b-k-nehru-20-oct-nov-2000,"The Civil Service in Transition by B.K Nehru (20, Oct-Nov, 2000)",2000,https://indianliberals.in/forum-of-free-enterprise/transition-in-civil-services-by-bk-nehru-2000.pdf,https://indianliberals.in/content/the-civil-service-in-transition-by-b-k-nehru-20-oct-nov-2000/
forum-of-free-enterprise,transparency-accountability-rti-act-all-that-maja-daruwala-shailesh-gandhi.pdf,fuzzy100,transparency-accountability-rti-act-all-that-by-maja-daruwala-and-shailesh-gandhi-june-2016,"Transparency, Accountability RTI Act & All that by Maja Daruwala and Shailesh Gandhi (June 2016)",2016,https://indianliberals.in/forum-of-free-enterprise/transparency-accountability-rti-act-&-all-that-maja-daruwala-shailesh-gandhi.pdf,https://indianliberals.in/content/transparency-accountability-rti-act-all-that-by-maja-daruwala-and-shailesh-gandhi-june-2016/
forum-of-free-enterprise,transport-in-our-developing-economy-dr-f-p-antia-oct9-1962.pdf,exact,transport-in-our-developing-economy-by-dr-f-p-antia-oct-9-1962,"Transport in Our Developing Economy by Dr. F. P. Antia (October 9, 1962)",1962,https://indianliberals.in/forum-of-free-enterprise/transport-in-our-developing-economy-dr-f-p-antia-oct9-1962.pdf,https://indianliberals.in/content/transport-in-our-developing-economy-by-dr-f-p-antia-oct-9-1962/
forum-of-free-enterprise,trends-in-industrial-finance-in-india-and-elsewhere-mr-rashad-kaldany-april-29-1998.pdf,exact,trends-in-industrial-finance-in-india-and-elsewhere-by-mr-rashad-kaldany-29-april-1998,Trends in Industrial Finance in India and Elsewhere by Mr Rashad Kaldany (29 april 1998),1998,https://indianliberals.in/forum-of-free-enterprise/trends-in-industrial-finance-in-india-and-elsewhere-mr-rashad-kaldany-april-29-1998.pdf,https://indianliberals.in/content/trends-in-industrial-finance-in-india-and-elsewhere-by-mr-rashad-kaldany-29-april-1998/
forum-of-free-enterprise,two-alarming-phenomena-by-sir-homi-mody-sl-kirloskar-and-mr-ramnivas-r-ruia-february-1957.pdf,exact,two-alarming-phenomena-by-sir-homi-mody-mr-s-l-kirloskar-and-mr-ramnivas-r-ruia-february-1957,"Two Alarming Phenomena by Sir Homi Mody, Mr. S.L. Kirloskar and Mr. Ramnivas R. Ruia (February, 1957)",1957,https://indianliberals.in/forum-of-free-enterprise/two-alarming-phenomena-by-sir-homi-mody-sl-kirloskar-and-mr-ramnivas-r-ruia-february-1957.pdf,https://indianliberals.in/content/two-alarming-phenomena-by-sir-homi-mody-mr-s-l-kirloskar-and-mr-ramnivas-r-ruia-february-1957/
forum-of-free-enterprise,two-essays-on-free-enterprises-f-a-hayek-aug9-1962.pdf,exact,two-essays-on-free-enterprise-by-f-a-hayek-aug-9-1962,"Two Essays on Free Enterprise by F. A. Hayek (August 9, 1962)",1962,https://indianliberals.in/forum-of-free-enterprise/two-essays-on-free-enterprises-f-a-hayek-aug9-1962.pdf,https://indianliberals.in/content/two-essays-on-free-enterprise-by-f-a-hayek-aug-9-1962/
forum-of-free-enterprise,two-years-of-achievement-a-d-shroff-1958.pdf,exact,two-years-of-achievement-by-a-d-shroff-1958,"Two Years of Achievement by A. D. Shroff, 1958",1958,https://indianliberals.in/forum-of-free-enterprise/two-years-of-achievement-a-d-shroff-1958.pdf,https://indianliberals.in/content/two-years-of-achievement-by-a-d-shroff-1958/
forum-of-free-enterprise,unemployment-and-imbalances-in-the-indian-economy-dr-v-m-dandekar-october-1972.pdf,exact,unemployment-and-imbalances-in-the-indian-economy-by-dr-v-m-dandekar-october-1972,Unemployment and Imbalances in the Indian Economy by Dr. V. M. Dandekar (October 1972),1972,https://indianliberals.in/forum-of-free-enterprise/unemployment-and-imbalances-in-the-indian-economy-dr-v-m-dandekar-october-1972.pdf,https://indianliberals.in/content/unemployment-and-imbalances-in-the-indian-economy-by-dr-v-m-dandekar-october-1972/
forum-of-free-enterprise,unemployment-in-india-b-k-nehru-august-12-1971.pdf,exact,unemployment-in-india-by-b-k-nehru-others-august-12-1971,"Unemployment in India by B. K. Nehru & others (August 12, 1971)",1971,https://indianliberals.in/forum-of-free-enterprise/unemployment-in-india-b-k-nehru-august-12-1971.pdf,https://indianliberals.in/content/unemployment-in-india-by-b-k-nehru-others-august-12-1971/
forum-of-free-enterprise,union-budget-1979-80-an-opportunity-for-growth-missed-h-p-ranina-march-14-1979.pdf,exact,union-budget-1979-80-an-opportunity-for-growth-missed-by-h-p-ranina-march-14-1979,"Union Budget 1979-80 An Opportunity For Growth Missed By H. P. Ranina (March 14, 1979)",1979,https://indianliberals.in/forum-of-free-enterprise/union-budget-1979-80-an-opportunity-for-growth-missed-h-p-ranina-march-14-1979.pdf,https://indianliberals.in/content/union-budget-1979-80-an-opportunity-for-growth-missed-by-h-p-ranina-march-14-1979/
forum-of-free-enterprise,union-budget-1980-81-by-na-palkhiwala.pdf,exact,the-union-budget-1980-81-by-nani-a-palkhiwala,The Union Budget 1980-81 by Nani A. Palkhiwala,1980,https://indianliberals.in/forum-of-free-enterprise/union-budget-1980-81-by-na-palkhiwala.pdf,https://indianliberals.in/content/the-union-budget-1980-81-by-nani-a-palkhiwala/
forum-of-free-enterprise,union-budget-1980-81-gives-a-stunning-blow-to-the-industry-h-p-ranina-august-11-1980.pdf,exact,union-budget-1980-81-gives-a-stunning-blow-to-the-industry-by-h-p-ranina-11-august-1980,Union Budget 1980-81 gives a stunning blow to the industry by H.P. Ranina (11 August 1980),1980,https://indianliberals.in/forum-of-free-enterprise/union-budget-1980-81-gives-a-stunning-blow-to-the-industry-h-p-ranina-august-11-1980.pdf,https://indianliberals.in/content/union-budget-1980-81-gives-a-stunning-blow-to-the-industry-by-h-p-ranina-11-august-1980/
forum-of-free-enterprise,union-budget-1981-82-by-na-palkhivala.pdf,exact,the-union-budget-1981-92-by-n-a-palkhivala,The Union Budget 1981-92 by N.A Palkhivala,1981,https://indianliberals.in/forum-of-free-enterprise/union-budget-1981-82-by-na-palkhivala.pdf,https://indianliberals.in/content/the-union-budget-1981-92-by-n-a-palkhivala/
forum-of-free-enterprise,union-budget-1981-82-will-not-stimulate-economy-by-hp-raina.pdf,exact,union-budget-1981-82-will-not-stimulate-economy-by-h-p-raina,Union Budget 1981-82 will not stimulate economy by H. P Raina,1981,https://indianliberals.in/forum-of-free-enterprise/union-budget-1981-82-will-not-stimulate-economy-by-hp-raina.pdf,https://indianliberals.in/content/union-budget-1981-82-will-not-stimulate-economy-by-h-p-raina/
forum-of-free-enterprise,union-budget-1982-83-proposals-are-ineffective-h-p-ranina-april-12-1982.pdf,exact,union-budget-1982-83-proposals-are-ineffective-by-h-p-ranina-12-april-1982,Union Budget (1982-83) proposals are ineffective by H.P. Ranina (12 April 1982),1982,https://indianliberals.in/forum-of-free-enterprise/union-budget-1982-83-proposals-are-ineffective-h-p-ranina-april-12-1982.pdf,https://indianliberals.in/content/union-budget-1982-83-proposals-are-ineffective-by-h-p-ranina-12-april-1982/
forum-of-free-enterprise,union-budget-1983-83-by-na-palkivala.pdf,exact,the-union-budget-1983-84-by-n-a-palhivala,The Union Budget 1983-84 by N.A Palhivala,1983,https://indianliberals.in/forum-of-free-enterprise/union-budget-1983-83-by-na-palkivala.pdf,https://indianliberals.in/content/the-union-budget-1983-84-by-n-a-palhivala/
forum-of-free-enterprise,union-budget-1990-91-will-not-solve-economic-problems-by-hp-ranina-may-13-1990.pdf,exact,union-budget-1990-91-will-not-solve-economic-problems-by-h-p-ranina-may-13-1990,"Union Budget 1990-91 Will Not Solve Economic Problems by H.P. Ranina (May 13, 1990)",1990,https://indianliberals.in/forum-of-free-enterprise/union-budget-1990-91-will-not-solve-economic-problems-by-hp-ranina-may-13-1990.pdf,https://indianliberals.in/content/union-budget-1990-91-will-not-solve-economic-problems-by-h-p-ranina-may-13-1990/
forum-of-free-enterprise,union-budget-1995-96-cementing-the-reform-process-hp-ranina-april-14-1995.pdf,exact,union-budget-1995-96-cementing-the-reform-process-by-h-p-ranina-april-14-1995,"Union Budget 1995-96: Cementing the Reform Process by H.P. Ranina (April 14, 1995)",1995,https://indianliberals.in/forum-of-free-enterprise/union-budget-1995-96-cementing-the-reform-process-hp-ranina-april-14-1995.pdf,https://indianliberals.in/content/union-budget-1995-96-cementing-the-reform-process-by-h-p-ranina-april-14-1995/
forum-of-free-enterprise,union-budget-1997-98-by-hp-ranina-march-15-1997.pdf,exact,union-budget-1997-98-by-h-p-ranina-march-15-1997,"Union Budget 1997-98 by H.P. Ranina (March 15, 1997)",1997,https://indianliberals.in/forum-of-free-enterprise/union-budget-1997-98-by-hp-ranina-march-15-1997.pdf,https://indianliberals.in/content/union-budget-1997-98-by-h-p-ranina-march-15-1997/
forum-of-free-enterprise,union-budget-of-1989-90-provides-no-remedies-for-economic-ills-by-hp-ranina-april-12-1989.pdf,exact,union-budget-1989-90-provides-no-remedies-for-economic-ills-by-h-p-ranina-april-12-1989,"Union Budget 1989-90 Provides No Remedies for Economic Ills by H.P. Ranina (April 12, 1989)",1989,https://indianliberals.in/forum-of-free-enterprise/union-budget-of-1989-90-provides-no-remedies-for-economic-ills-by-hp-ranina-april-12-1989.pdf,https://indianliberals.in/content/union-budget-1989-90-provides-no-remedies-for-economic-ills-by-h-p-ranina-april-12-1989/
forum-of-free-enterprise,urban-and-rural-unemployment-in-india-dr-m-c-munshi-september-14-1973.pdf,exact,urban-and-rural-unemployment-in-india-by-dr-m-c-munshi-others-september-14-1973,"Urban And Rural Unemployment In India by Dr. M.C.Munshi & others, (September 14, 1973)",1973,https://indianliberals.in/forum-of-free-enterprise/urban-and-rural-unemployment-in-india-dr-m-c-munshi-september-14-1973.pdf,https://indianliberals.in/content/urban-and-rural-unemployment-in-india-by-dr-m-c-munshi-others-september-14-1973/
forum-of-free-enterprise,value-of-accountants-to-modern-enterprise-p-l-tandon-jun10-1963.pdf,exact,value-of-accountants-to-modern-enterprise-by-p-l-tandonjun-10-1963,"Value of Accountants to Modern Enterprise by P. L. Tandon (June 10, 1963)",1963,https://indianliberals.in/forum-of-free-enterprise/value-of-accountants-to-modern-enterprise-p-l-tandon-jun10-1963.pdf,https://indianliberals.in/content/value-of-accountants-to-modern-enterprise-by-p-l-tandonjun-10-1963/
forum-of-free-enterprise,value-systems-in-public-service-by-ak-purwar-2003.pdf,exact,value-systems-in-public-services-by-a-k-purwar-31-march-2005,"Value Systems in Public Services by A.K Purwar (31, March, 2005)",2005,https://indianliberals.in/forum-of-free-enterprise/value-systems-in-public-service-by-ak-purwar-2003.pdf,https://indianliberals.in/content/value-systems-in-public-services-by-a-k-purwar-31-march-2005/
forum-of-free-enterprise,vat-and-some-other-indirect-taxes-p-c-randeria-march-14-1977.pdf,exact,vat-some-other-indirect-taxes-by-p-c-randeria-march-14-1977,"Vat & Some Other Indirect Taxes by P. C. Randeria (March 14, 1977)",1977,https://indianliberals.in/forum-of-free-enterprise/vat-and-some-other-indirect-taxes-p-c-randeria-march-14-1977.pdf,https://indianliberals.in/content/vat-some-other-indirect-taxes-by-p-c-randeria-march-14-1977/
forum-of-free-enterprise,verma-committee-report-on-weak-banks-dr-a-c-shah.pdf,exact,verma-committee-report-on-weak-banks-by-dr-a-c-shah-november-1999,Verma Committee Report on Weak Banks by Dr. A.C. Shah ( November 1999),1999,https://indianliberals.in/forum-of-free-enterprise/verma-committee-report-on-weak-banks-dr-a-c-shah.pdf,https://indianliberals.in/content/verma-committee-report-on-weak-banks-by-dr-a-c-shah-november-1999/
forum-of-free-enterprise,wanchoo-committee-report-on-black-money-h-p-ranina.pdf,exact,wanchoo-committee-report-on-black-money-by-h-p-ranina-june-1972,Wanchoo Committee Report on Black Money by H. P. Ranina (June 1972),1972,https://indianliberals.in/forum-of-free-enterprise/wanchoo-committee-report-on-black-money-h-p-ranina.pdf,https://indianliberals.in/content/wanchoo-committee-report-on-black-money-by-h-p-ranina-june-1972/
forum-of-free-enterprise,warning-soft-historyt-rends-k-m-munshi-jun7-1957.pdf,exact,warnings-of-history-trends-in-modern-india-by-k-m-munshi-jun-7-1957,"Warnings of History Trends in Modern India by K. M. Munshi (June 7, 1957)",1957,https://indianliberals.in/forum-of-free-enterprise/warning-soft-historyt-rends-k-m-munshi-jun7-1957.pdf,https://indianliberals.in/content/warnings-of-history-trends-in-modern-india-by-k-m-munshi-jun-7-1957/
forum-of-free-enterprise,water-futures-rohini-nilekani-december-3-2012.pdf,exact,water-futures-its-everybodys-business-by-rohini-nilekani-december-3-2012,"Water Futures Its Everybodys Business by Rohini Nilekani (December 3, 2012)",2012,https://indianliberals.in/forum-of-free-enterprise/water-futures-rohini-nilekani-december-3-2012.pdf,https://indianliberals.in/content/water-futures-its-everybodys-business-by-rohini-nilekani-december-3-2012/
forum-of-free-enterprise,we-are-heading-towards-a-man-made-economic-crisis-by-ad-shroff-february-23-1957.pdf,exact,we-are-heading-towards-a-man-made-economic-crisis-by-a-d-shroff-february-23-1957,"We Are Heading Towards A Man-Made Economic Crisis by A.D. Shroff (February 23, 1957",1957,https://indianliberals.in/forum-of-free-enterprise/we-are-heading-towards-a-man-made-economic-crisis-by-ad-shroff-february-23-1957.pdf,https://indianliberals.in/content/we-are-heading-towards-a-man-made-economic-crisis-by-a-d-shroff-february-23-1957/
forum-of-free-enterprise,wealth-and-expenditure-taxes-prof-r-j-taraporevala-sept6-1959.pdf,exact,wealth-and-expenditure-taxes-by-prof-r-j-taraporevala-sept-6-1959,"Wealth and Expenditure Taxes by Prof R. J. Taraporevala (September 6, 1959)",1959,https://indianliberals.in/forum-of-free-enterprise/wealth-and-expenditure-taxes-prof-r-j-taraporevala-sept6-1959.pdf,https://indianliberals.in/content/wealth-and-expenditure-taxes-by-prof-r-j-taraporevala-sept-6-1959/
forum-of-free-enterprise,wealth-tax-january-1-1970.pdf,exact,wealth-tax-january-1-1970,"Wealth Tax (January 1, 1970)",1970,https://indianliberals.in/forum-of-free-enterprise/wealth-tax-january-1-1970.pdf,https://indianliberals.in/content/wealth-tax-january-1-1970/
forum-of-free-enterprise,what-india-needs-a-perspective-by-jiban-k-mukhopadhyay-2005.pdf,exact,what-india-needs-a-perspective-by-jiban-k-mukhopadhyay-27september2003,"What India Needs? A Perspective by Jiban K. Mukhopadhyay (27,September,2003)",2003,https://indianliberals.in/forum-of-free-enterprise/what-india-needs-a-perspective-by-jiban-k-mukhopadhyay-2005.pdf,https://indianliberals.in/content/what-india-needs-a-perspective-by-jiban-k-mukhopadhyay-27september2003/
